freqs	effects
0.5003122837635099	0.0623010261973793
0.5394518232754661	0.0509972505709038
0.8812690977006216	0.0778032789468595
0.30831228376350994	0.0647010079358763
0.6772690977006215	0.0521041493573948
0.33694683261382075	0.0635004825618992
0.5672690977006216	0.0484027392281675
0.37335546982639845	0.0777993924544118
0.2433122837635101	0.0686000914922569
0.7953554698263985	0.102597669168898
0.8219036465509323	0.0669948688242784
0.20031228376350996	0.0744972786929105
0.38426909770062156	0.0535028515173065
0.2666777349131991	0.0548047153744336
0.09849500933835453	0.103894923496216
0.19567773491319918	0.0851004766504662
0.2710863721257768	0.0540972217202848
0.47912955818866537	0.0574006067311047
0.63731228376351	0.0528960093534967
0.49135546982639844	0.070401005299324
0.5765381954012431	0.0661996407142037
0.7056777349131992	0.054402954379292
0.23649500933835466	0.0603977725486758
0.6568604604880438	0.0517002115855168
0.9104950093383547	0.0963005982689046
0.8689036465509322	0.0883038746878331
0.6640863721257769	0.0507026199737612
0.44212955818866534	0.0489996660319079
0.8104518232754662	0.0660966815748511
0.5459468326138208	0.054402954379292
0.3284950093383546	0.0672005996602386
0.5603122837635099	0.0708946787765477
0.7998604604880438	0.0600032523358097
0.4552690977006215	0.0488016642355575
0.6734950093383547	0.0528011569911275
0.2921295581886654	0.0806028645320996
0.16590364655093237	0.0781994075954536
0.38031228376351	0.0579045745015309
0.5889036465509323	0.0483043318863239
0.3479036465509323	0.0625032603532887
0.5185813814641316	0.0784044433741818
0.34649500933835464	0.0544033888793865
0.31231228376350995	0.061099109367851
0.5894950093383546	0.0495993604912842
0.6350863721257769	0.0501991563328521
0.8899036465509323	0.0772050709089715
0.5929468326138208	0.0577032681284449
0.568086372125777	0.0501035869662456
0.8044950093383546	0.0774979340203838
0.4309036465509323	0.0507039943747058
0.33249500933835463	0.0577032681284449
0.6676777349131993	0.0515957486436504
0.07275006369230042	0.158702691195321
0.07449500933835462	0.112004762080243
0.4119036465509323	0.0483043318863239
0.46431228376351	0.0499038295281839
0.2120863721257769	0.0712037590063322
0.3387641070389761	0.0668024151462154
0.825086372125777	0.0623968162257107
0.5003554698263986	0.070197167789298
0.7703122837635101	0.0657034673241941
0.68931228376351	0.0531046528867784
0.21631228376350997	0.0608971589513062
0.3079468326138208	0.0584009748744768
0.1564950093383546	0.0666955680382664
0.6064950093383545	0.0549994182186046
0.4926777349131992	0.0475036226439669
0.7133554698263984	0.0691995168010044
0.41908637212577693	0.0536961790038609
0.4824950093383546	0.0487996879336047
0.9476899759195428	0.171597593430979
0.9241295581886654	0.210301443300912
0.9159468326138207	0.210504007767746
0.9169468326138207	0.206997909089527
0.8969468326138207	0.187997087125374
0.905538195401243	0.187798199239476
0.8895381954012431	0.161999794770657
0.8749468326138208	0.152497886144537
0.9169036465509324	0.153999239789366
0.5164950093383547	0.0620988329318545
0.7912690977006215	0.0582972096102774
0.7314950093383547	0.054402954379292
0.6493554698263985	0.0600032523358097
0.5729468326138207	0.0503033045092425
0.2564950093383547	0.0663962456396854
0.9350431860628885	0.0975984687638946
0.5901727442515537	0.0896030157907481
0.5677641070389762	0.0793008941363585
0.11126909770062154	0.0856014622957261
0.48308637212577693	0.0491044005063081
0.8753122837635101	0.10509848132983
0.40112955818866547	0.0685037054338901
0.6269036465509324	0.0636037093371393
0.8432690977006215	0.0732053027592748
0.8672690977006214	0.0739008078395342
0.6485381954012431	0.0673969319860517
0.8254518232754661	0.0780992819830517
0.1972690977006215	0.067305011010914
0.33308637212577696	0.050398957583852
0.2650863721257769	0.0559990861201021
0.8916777349131992	0.102601713660719
0.041634548850310815	0.12340003148223
0.7864950093383547	0.0584952975902863
0.40531228376351003	0.0546964969190277
0.5154950093383546	0.0478046499481398
0.2561295581886654	0.0570984120398765
0.16426909770062148	0.0722051682492376
0.4453554698263985	0.0749961490364056
0.4271295581886654	0.0537966583556417
0.1488604604880439	0.0724954268501865
0.4949468326138208	0.0534957179427506
0.40690364655093236	0.050398957583852
0.41063454885031075	0.0517002115855168
0.15667773491319914	0.0655950790984102
0.17386046048804385	0.0696006867298358
0.37112955818866544	0.0523991687992084
0.8931488288784789	0.0989036285144588
0.6922690977006215	0.0524026787930484
0.7517209209760878	0.0600974240485804
0.9128604604880438	0.0980972015396148
0.9140863721257769	0.13170347299691
0.5049036465509322	0.0515038428671156
0.6020863721257769	0.0483043318863239
0.19290364655093228	0.084904507090444
0.08886046048804386	0.0973041664750621
0.33308637212577696	0.0527996915922012
0.2906345488503108	0.0534957179427506
0.6609036465509324	0.0704957416116978
0.3197209209760876	0.0527996915922012
0.6673554698263986	0.0704957416116978
0.54031228376351	0.0539956397610122
0.5131295581886653	0.0503033045092425
0.7767641070389762	0.0816997954833017
0.4637209209760877	0.0611045066532856
0.41899001867670926	0.0835011813049328
0.3177209209760876	0.0540022233826842
0.7149036465509323	0.0657979805904322
0.9116777349131991	0.130098005289989
0.09726909770062142	0.0874987684728371
0.45549500933835463	0.0567961259994112
0.6240863721257769	0.0499993949944177
0.6300863721257769	0.0518996105407571
0.04422591163773315	0.123897943656285
0.44917274425155385	0.0750037578653527
0.26294683261382074	0.0736035592446318
0.41708637212577704	0.0494949124461712
0.2798604604880438	0.0596013954910886
0.6053122837635099	0.0611985747210087
0.21786046048804386	0.0641972460452074
0.4641295581886654	0.0613011005766046
0.695086372125777	0.0517986852338873
0.2514950093383546	0.0750981960059311
0.5319468326138208	0.0556995724703668
0.3389036465509323	0.066503116358279
0.34786046048804375	0.0620030714417325
0.29231228376351004	0.0630036995790015
0.7066777349131992	0.0582028682075395
0.7442690977006216	0.056900047132812
0.5509468326138207	0.0635043893695306
0.7647209209760878	0.0815984200022575
0.3727209209760876	0.0579952857871378
0.7067209209760876	0.0651039862320457
0.4485813814641315	0.0843043830520302
0.3137209209760876	0.0584027170759943
0.23431228376351	0.066503116358279
0.5391295581886654	0.0670977435324941
0.5601295581886653	0.0481995135792341
0.7101295581886653	0.0557981629302465
0.19567773491319918	0.0676045499371671
0.8808604604880439	0.0830995691695741
0.6017209209760878	0.0608034293588251
0.25567773491319923	0.0567016428693038
0.5236777349131994	0.0471964348309747
0.4803986558892869	0.0698968513822572
0.19831228376350996	0.0773995372615036
0.07045182327546606	0.112295619103693
0.36235546982639844	0.0732053027592748
0.24067773491319921	0.0598986354083514
0.6760863721257769	0.0641009254065236
0.6217209209760877	0.0719042482916749
0.8028604604880438	0.0613011005766046
0.18508637212577694	0.0644958553811008
0.04963454885031082	0.112295619103693
0.016824653463781702	0.191499545979748
0.44612955818866534	0.0574006067311047
0.5071295581886655	0.0655950790984102
0.697452177517791	0.0566020980240563
